"","ID","participantid_in_session","participantcode","participantlabel","participant_is_bot","participant_index_in_pages","participant_max_page_index","participant_current_app_name","participant_round_number","participant_current_page_name","participantip_address","participanttime_started","participantexclude_from_data_an","participantvisited","participantmturk_worker_id","participantmturk_assignment_id","player","playerrandom_belief","playerbelief","playerbenchmark_belief","playerbelief_payoff","playergame_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","playerpayoff","groupid_in_subsession","grouprandom_game","groupoffer_accept","groupoffer","subsessionround_number","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","sessionexperimenter_name","sessionmturk_HITId","sessionmturk_HITGroupId","sessioncomment","sessionis_demo","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group"
"261","16_2_S1",3,"ol35zrpq","pc26",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.43.185.17","2017-02-16 13:22:05.931059+00:00",0,1,NA,NA,1,NA,3,8,2,8,8,NA,NA,12,10,0.2962,0,"0",1,4,9,"dzxspxf1",3,NA,NA,NA,NA,0,0,21,"italiana","diploma liceo classico","studente","BIEF",3,5,2,"","Essendo io il giocatore 1 ho pensato che sarebbe stato meglio ottenere con certezza 8 euro piuttosto che rischiare di non ottenerne alcuno. (anche se era sempre presente il 50 % di possibilitÃ  di essre pagati sulla base delle previsoni). Sulla previsione invece, ammetto di essere stato eccessivamente non fiduciosi nei giocatori 2. Ho pensato che, data la netta disuguaglianza tra i due payoff nello scenario B, gran parte i giocatori 2 avrebbero rifiutato piuttosto che vedere una cosi impari distribuzione del compenso.",3,7,6,1,4,7,1,1,4,5,6,1,7,6,5,5,4.5,5.5,6.25,1,4,4,4,4,4,3,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,37,NA,18,NA,NA,2.76923084259033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,131
"262","16_2_S1",16,"pcfxvns9","pc7",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.169.124.243","2017-02-16 13:21:46.332638+00:00",0,1,NA,NA,2,NA,4,3,2,8,8,NA,NA,12,10,0.2962,0,"0",1,4,9,"dzxspxf1",3,NA,NA,NA,NA,0,1,18,"italiana","diploma di liceo","studente","bief",1,4,2,"","non ha senso per il giocatore 2 rfiutare l'opzione B, posto che il compenso ottenuto se si rifiuta Ã¨ minore di quello ottenuto se si accetta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,12,12,17,19,16,6,5,5,16,7,7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,1,1,1,1,2,3,2,3,1,2,3,3,2,3,1,2,3,2,1,2,2,2,1,3,1,1,1,3,1,3,1,1,1,2,2,2,1,16,NA,9,37,NA,NA,NA,44,40,44,42,46,40,40,44,38,38,42,48,1,131
"263","16_2_S1",8,"em60ygmi","pc1",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.16.227.41","2017-02-16 13:21:20.643275+00:00",0,1,NA,NA,2,NA,6,4,2,2,14,NA,NA,6,11,0.2023,0,"0",1,4,9,"dzxspxf1",3,NA,NA,NA,NA,0,1,18,"Italiana","Diploma di MaturiÃ  Classica","Studentessa","BEMACS",1,5,5,"Si potrebbe provare a ripeterlo piÃ¹ di una volta. Tuttavia, sono consapevole che in questo caso le dinamiche delle scelte cambierebbero.","Tenendo conto che il mio guadagno nel caso di una predizione scorretta sarebbe stato di 2 euro e che sarebbe stato il computer a decidere se fossi stata pagata in base alle scelte nel gioco o alla previsione, mi sono assicurata che in entrambi casi il mio guadagno minimo fosse di 2 euro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,15,18,26,28,17,7,5,5,20,7,10,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,3,2,2,2,1,2,4,2,3,3,3,2,4,2,3,1,3,2,4,3,4,3,4,2,4,2,1,2,4,2,4,2,3,2,4,1,3,2,8,NA,10,7,NA,NA,NA,48,40,44,42,46,52,48,36,46,50,64,66,1,132
"264","16_2_S1",13,"n53kqtt9","pc21",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.41.215.197","2017-02-16 13:21:49.786201+00:00",0,1,NA,NA,1,NA,7,8,2,14,2,NA,NA,18,11,0.2023,0,"0",1,4,9,"dzxspxf1",3,NA,NA,NA,NA,0,0,23,"Italiana","Laurea triennale","Studente","Management",5,5,5,"","",4,7,7,1,5,4,1,2,7,6,7,1,7,6,3,6,5.75,5.5,6,1.25,5,5,5,5,5,4,5,1,1,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,14,NA,6,NA,NA,3.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,132
"265","20_2_D1_I",13,"mk7sr6ig","pc16",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.138.143.17","2017-02-20 08:25:40.744345+00:00",0,1,NA,NA,1,NA,8,17,10,8,8,6,1,14,1,0.7791,0,"0",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,22,"Italiana","Diploma","Studente","CLEAM",3,5,5,"","Logica di equitÃ  nei confronti del giocatore 2. In questo modo ognuno puÃ² vincere una somma uguale.",5,7,7,2,6,7,1,1,7,6,7,1,7,4,6,7,5.75,6.5,6.75,1.25,5,4,4,5,5,4,3,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8,NA,20,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,133
"266","20_2_D1_I",6,"yvbat2n9","pc19",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.152.74.104","2017-02-20 08:24:50.187983+00:00",0,1,NA,NA,2,NA,8,4,2,8,8,NA,NA,6,1,0.7791,0,"0",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,24,"italiana","laurea triennale","studente","management",5,5,3,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,11,23,16,18,7,6,5,17,6,8,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,3,1,2,1,1,3,4,1,2,2,3,2,4,2,1,1,2,1,4,2,1,1,3,1,1,1,1,1,1,2,4,1,2,1,4,1,3,1,6,NA,NA,6,NA,NA,NA,50,46,44,46,44,44,42,42,36,36,54,40,2,133
"267","20_2_D1_I",8,"i24flm28","pc21",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.111.221.243","2017-02-20 08:26:08.220734+00:00",0,1,NA,NA,2,NA,10,4,2,8,8,NA,NA,6,2,0.8541,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,21,"Italiana","Diploma","Studente","CLEAM",3,5,5,"Rendere piÃ¹ eque le modalitÃ  di pagamento.","Ho ritenuto che il Giocatore 1 avrebbe preferito tenere per sÃ¨ la facoltÃ  di scelta e scegliere l'opzione A, piuttosto che 'affidarsi' all'arbitraggio del Giocatore 2 (nonostante, probabilmente, questi avrebbe accettato l'offerta pur di guadagnare 2 euro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,9,10,13,16,19,9,5,5,15,4,9,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,1,8,NA,NA,30,NA,NA,NA,56,42,44,46,36,48,38,48,32,34,32,40,2,134
"268","20_2_D1_I",11,"kwcooc3o","pc9",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.45.85.125","2017-02-20 08:27:55.249501+00:00",0,1,NA,NA,1,NA,85,17,2,8,8,6,1,6,2,0.8541,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,22,"italiana","universitÃ ","studente","giurisprudenza",4,5,5,"","Se fossi stata il giocatore 2 avrei accettato l'offerta B perchÃ¨ ci sarebbe stato comunque un guadagno ed un aumento della ricchezza. gli altri giocatori non erano d'accordo evidentemente",6,7,7,3,6,4,4,2,6,5,6,4,4,5,5,4,5.25,6,5,3.25,4,4,4,5,4,4,3,1,1,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3,NA,17,NA,NA,3.30769228935242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,134
"269","20_2_D1_I",2,"7baqwl0j","pc17",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.155.222.143","2017-02-20 08:25:34.451065+00:00",0,1,NA,NA,2,NA,8,4,2,8,8,NA,NA,12,3,0.035,1,"0",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,20,"italiana","diploma di scuola superiore di secondo grado","studente","International economics and Management",2,5,2,"","Ho pensato che la maggior parte dei giocatori fosse risk adverse quindi che scegliesse di avere un guadagno certo e buono piuttosto che avere il rischio di non guadagnare nulla. Ad ogni modo era meglio scegliere l'offerta B poichÃ¨ il giocatore 2 avrebbe comunque accettato di guadagnare due euro piuttosto che zero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,13,15,23,25,15,5,5,5,23,4,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,2,4,4,3,4,2,1,4,2,4,3,3,1,2,3,3,1,2,1,3,1,3,2,1,1,4,3,4,1,4,1,3,2,4,1,2,NA,NA,20,NA,NA,NA,42,44,46,42,34,60,56,40,44,44,54,58,2,135
"270","20_2_D1_I",15,"bklm71ao","pc5",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.97.160.245","2017-02-20 08:27:28.581107+00:00",0,1,NA,NA,1,NA,35,17,2,8,8,6,1,12,3,0.035,1,"0",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,21,"italiana","diploma di scuola superiore","studente","Economia e management",3,5,5,"","Considerando che molti studenti hanno occupato un'ora del loro tempo per partecipare all'esperimento, avrei avuto un comportamento egoistico scegliendo l'offerta B. Inoltre avrei rischiato di ottenere 0 dal gioco se il giocatore 2 avesse rifiutato l'offerta.",3,6,7,3,5,7,3,2,5,6,6,2,5,4,3,3,3.75,5,6.25,2.5,4,3,4,5,4,3,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,NA,11,NA,NA,2.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,135
"271","20_2_D1_I",9,"5bsws8r6","pc22",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.16.187.240","2017-02-20 08:26:11.607790+00:00",0,1,NA,NA,1,NA,72,20,2,0,0,5,1,4,4,0.1958,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,21,"Italiana","Laurea Triennale","Studente","CLEAM",3,5,4,"","Il giocatore 2 avrebbe dovuto accettare l'offerta perchÃ¨ in questo modo avrebbe potuto guadagnare almeno 2 euro invece di 0.",1,7,7,1,6,2,2,1,6,6,7,1,6,4,6,4,3.75,6.5,5.25,1.25,4,4,4,5,5,4,4,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,NA,13,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,136
"272","20_2_D1_I",20,"6dsvzuii","pc25",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.150.73.107","2017-02-20 08:26:30.210722+00:00",0,1,NA,NA,2,NA,6,5,2,0,0,NA,NA,4,4,0.1958,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,21,"Italiana","MaturitÃ  Italiana","Studente","CLEAM",3,5,5,"Nessuno","Essendo il giocatore 2 potevo scegliere tra 2 euro e 0 euro (in caso di Offerta B). Avendo il mio compagno peccato di altruismo perchÃ¨ mai non avrei dovuto farlo io? Quindi ho scelto lo zero!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,12,23,23,27,31,20,6,5,21,10,9,4,4,4,2,1,4,1,1,1,4,1,1,1,1,1,4,3,2,4,1,1,1,1,1,3,3,2,3,4,3,2,4,1,3,1,3,2,4,2,3,4,4,1,4,3,1,1,4,2,3,1,3,4,3,2,3,3,20,NA,14,10,NA,NA,NA,92,46,44,60,60,48,50,44,40,62,54,62,2,136
"273","20_2_D1_I",3,"95ttxurq","pc20",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.142.27.17","2017-02-20 08:26:04.903966+00:00",0,1,NA,NA,1,NA,91,20,2,0,0,5,1,6,5,0.85,0,"0",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,20,"italiana","diploma","studente","economia",2017,5,5,"No","Ho pensato che il giocatore 2 avrebbe sicuramente accettato l'offerta B in quanto questa decisione gli avrebbe garantito un guadagno di 2 euro invece che 0 nel caso in cui avesse rifiutato",5,7,7,1,3,6,1,1,5,6,7,1,7,4,7,5,4.75,6,6.5,1,3,3,3,4,4,3,2,2,2,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,33,NA,NA,2.69230771064758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,137
"274","20_2_D1_I",12,"k2smp1rr","pc26",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.236.12.50","2017-02-20 08:26:33.952907+00:00",0,1,NA,NA,2,NA,7,5,2,0,0,NA,NA,6,5,0.85,0,"0",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,19,"Italiana","Liceo","Studente","Bachelor in International Economics and Finance",1,5,5,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,12,19,24,22,16,6,5,5,13,5,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,1,2,4,4,2,4,2,3,1,3,2,4,4,3,1,4,1,2,3,1,1,3,4,3,1,2,1,3,1,3,2,12,NA,4,10,NA,NA,NA,44,40,40,40,40,36,34,40,38,52,58,56,2,137
"275","20_2_D1_I",17,"pvrneqro","pc23",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.164.78.133","2017-02-20 08:26:14.787853+00:00",0,1,NA,NA,1,NA,79,0,2,14,2,5,0,18,6,0.4541,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,20,"Italiana","diploma","Studente","BIEM",2,5,5,"","meglio poco che niente",4,7,7,1,2,6,4,1,7,7,5,1,6,6,7,4,5.25,5.25,6.5,1.75,4,3,4,5,5,3,3,1,4,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,11,NA,70,NA,NA,3.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,138
"276","20_2_D1_I",22,"ysaay2da","pc3",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.109.132.249","2017-02-20 08:27:11.118495+00:00",0,1,NA,NA,2,NA,4,5,2,2,14,NA,NA,6,6,0.4541,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,19,"Italiana","Diploma di scuola secondaria superiore","Studente","CLEF",1,5,5,"","Ho deciso la scelta in base a quella che mi dava il guadagno maggiore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,19,21,23,26,25,13,7,5,20,5,12,2,3,2,1,1,2,1,1,3,4,1,1,1,1,1,1,2,1,2,4,1,2,2,1,4,4,3,4,4,3,3,4,3,3,1,2,2,3,4,3,3,4,2,4,2,1,2,3,3,3,2,3,2,3,2,3,2,22,NA,11,5,NA,NA,NA,64,46,40,50,40,58,46,46,54,58,56,64,2,138
"277","20_2_D1_I",5,"aewurdzx","pc8",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.171.119.12","2017-02-20 08:28:05.846868+00:00",0,1,NA,NA,1,NA,91,17,2,8,8,6,1,12,7,0.2338,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,21,"Italiana","Diploma","Studente","CLEF",2,5,3,"","Pagamento minore ma certo nel gioco, scelta del pagamento maggiore a prescindere dal guadagno dell'altro nella previsione",4,7,6,3,6,5,5,3,6,6,6,2,4,3,6,3,4,6.25,5.25,3.25,5,4,4,5,4,4,5,3,3,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,20,NA,NA,3.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,139
"278","20_2_D1_I",10,"gr701bqa","pc11",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.145.25.250","2017-02-20 08:28:36.346222+00:00",0,1,NA,NA,2,NA,6,4,2,8,8,NA,NA,12,7,0.2338,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,21,"Italiana","diploma","studente","CLEAM",3,4,4,"Il ruolo del giocatore B Ã¨ eccessivamente passivo, farei in modo che entrambi i giocatori potessero fare entrambi i ruoli in modo da poter anche ottenere maggiori informazioni per voi ricercatori.","non ho potuto scegliere nella prima parte, per le previsioni ho deciso in base a quanto le persone siano generalmente avverse al rischio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,21,23,14,15,23,6,9,8,25,8,12,1,2,1,2,3,1,2,1,2,1,1,2,1,1,2,2,2,2,3,4,2,3,2,2,3,2,3,2,3,2,3,3,4,2,3,2,4,2,4,2,1,2,2,2,3,2,2,1,2,3,2,2,3,1,2,1,3,10,NA,NA,8,NA,NA,NA,46,54,52,52,52,58,58,68,62,62,34,38,2,139
"279","20_2_D1_I",19,"2u0hjzzz","pc7",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.63.100.77","2017-02-20 08:28:09.580993+00:00",0,1,NA,NA,1,NA,20,17,10,8,8,6,1,14,8,0.5062,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,22,"italiana","laurea triennale","studentessa","ACME",1,5,5,"","non sono una persona a cui piace rischiare quindi sono andata sul sicuro.",5,7,7,4,7,7,2,1,6,7,6,5,7,7,7,5,5.75,6.75,7,3,5,4,4,5,5,4,5,1,2,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15,NA,7,NA,NA,4.07692289352417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,140
"280","20_2_D1_I",18,"4cgtx1pq","pc24",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.203.237.92","2017-02-20 08:26:23.076819+00:00",0,1,NA,NA,2,NA,2,4,2,8,8,NA,NA,6,8,0.5062,NA,"1",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,1,21,"italiana","diploma liceo classico","studentessa","cles",3,4,3,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,15,15,17,22,18,8,5,5,18,7,7,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,3,2,2,3,1,1,1,2,3,2,2,2,2,4,4,3,1,3,3,2,1,3,1,2,2,3,1,1,2,4,1,3,1,1,2,3,3,2,1,18,NA,NA,55,NA,NA,NA,54,44,46,48,48,40,44,50,50,44,40,52,2,140
"281","20_2_D1_I",16,"avkshz88","pc4",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.167.67.198","2017-02-20 08:27:02.873153+00:00",0,1,NA,NA,2,NA,4,5,2,0,0,NA,NA,4,9,0.3342,0,"0",1,5,1,"fmbabny8",5,NA,NA,NA,NA,0,0,20,"Italiana","Diploma","Studente","Clef",2,4,5,"Forse fare piÃ¹ esperimenti con lo stesso campione e vedere se si tende ad un qualche equilibrio tra previsioni e pagamenti del gioco.","Non regalo a nessuno la soddisfazione dei 14 euro :D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,13,19,21,22,16,6,5,5,22,8,9,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,3,2,1,3,2,2,2,4,1,2,3,2,3,3,2,3,1,3,2,3,2,3,3,4,1,3,3,1,2,3,2,2,1,2,2,3,2,3,2,16,NA,9,39,NA,NA,NA,46,42,44,44,52,48,52,48,42,54,50,52,2,141
